,imdb_name_id,name,date_of_birth,height,is_actor,race,gender,sexuality
8892,nm0828941,Gerda Stevenson,,165.0,TRUE,,,
8893,nm0722661,Ralph Riach,"1939 in Elgin, Scotland, UK",,TRUE,,,
8894,nm0130860,Mhairi Calvey,1988-05-07,170.0,TRUE,,,
8895,nm0004051,Brian Cox,1946-06-01,169.0,TRUE,White,Male,Straight
8904,nm0001526,Patrick McGoohan,1928-03-19,185.0,TRUE,White,Male,Straight
8905,nm0000521,Sophie Marceau,1966-11-17,172.0,TRUE,White,Female,Straight
8906,nm0082550,Stephen Billington,1969-12-10,188.0,TRUE,,,
8907,nm0341828,Jeff Griggs,1963-03-27,188.0,TRUE,,,
8908,nm0443117,Lesli Kay,1965-06-13,168.0,TRUE,,,
8909,nm0364703,Gail Thackray,1964-12-16,163.0,TRUE,,,
8910,nm0916471,Amy Weber,1970-07-02,165.0,TRUE,,,
8911,nm0761903,Elizabeth Sandifer,1962-10-02,,TRUE,,,
8912,nm0722269,Ashlie Rhey,1961-08-17,170.0,TRUE,,,
8913,nm0611985,Beckie Mullen,1963-07-30,,TRUE,,,
8914,nm0329378,Liat Goodson,,170.0,TRUE,,,
8915,nm0392837,Edward Holzman,,,TRUE,,,
8916,nm0237666,Griffin Drew,1968-08-18,167.0,TRUE,,,
8917,nm0000166,Helen Hunt,1963-06-15,170.0,TRUE,White,Female,Straight
8919,nm0002062,Kathryn Erbe,1965-07-05,157.0,TRUE,White,Female,Straight
8920,nm0001804,Stanley Tucci,1960-11-11,172.0,TRUE,White,Male,Straight
8924,nm0001650,Michael Rapaport,1970-03-20,193.0,TRUE,White,Male,Straight
8926,nm0001311,Philip Baker Hall,1931-09-10,168.0,TRUE,White,Male,Straight
8929,nm0202819,Angel David,,,TRUE,,,
8930,nm0756218,Katie Sagona,1989-11-26,,TRUE,,,
8931,nm0000223,Elisabeth Shue,1963-10-06,157.0,TRUE,White,Female,Straight
8932,nm0507659,Richard Lewis,1947-06-29,175.0,TRUE,White,Male,Straight
8934,nm0001836,Steven Weber,1961-03-04,185.0,TRUE,White,Male,Straight
8938,nm0011128,Kim Adams,,,TRUE,,,
8939,nm0698346,Emily Procter,1968-10-08,157.0,TRUE,White,Female,
8940,nm0465664,Thomas Kopache,1945-10-17,175.0,TRUE,,,
8941,nm0086322,Pamela Blair,1949-12-05,,TRUE,,,
8942,nm0147503,Rene Ceballos,1953-04-07,,TRUE,,,
8943,nm0209340,George De La Pena,1955-12-09,175.0,TRUE,,,
8944,nm0269658,Denise Faye,1963-07-16,168.0,TRUE,,,
8945,nm0625243,Christopher Nelson,,,TRUE,,,
8947,nm0786120,Valda Setterfield,1934-09-17,,TRUE,,,
8948,nm0000260,Joan Allen,1956-08-20,178.0,TRUE,White,Female,Straight
8951,nm0000959,Powers Boothe,1948-06-01,188.0,TRUE,White,Male,Straight
8952,nm0277882,Fyvush Finkel,1922-10-09,185.0,TRUE,,,
8953,nm0000566,Julia Ormond,1965-01-04,171.0,TRUE,White,Female,Straight
8955,nm0001427,Greg Kinnear,1963-06-17,176.0,TRUE,White,Male,Straight
8958,nm0000452,Lauren Holly,1963-10-28,173.0,TRUE,White,Female,Straight
8959,nm0173125,Miriam Colon,1936-08-20,155.0,TRUE,,,
8961,nm0000272,Fanny Ardant,1949-03-22,174.0,TRUE,,,
8962,nm0501256,Valérie Lemercier,1964-03-09,177.0,TRUE,,,
8963,nm0115730,Patrick Bruel,1959-05-14,182.0,TRUE,White,Male,Straight
8964,nm0048250,Becky Ann Baker,1953-02-17,,TRUE,,,
8966,nm0929489,Tom Wilkinson,1948-02-05,186.0,TRUE,White,Male,
8976,nm0910040,Harriet Walter,1950-09-24,173.0,TRUE,,,
8979,nm0428121,Gemma Jones,1942-12-04,168.0,TRUE,White,Female,
8980,nm0291968,Emilie François,,,TRUE,,,
8981,nm0819655,Elizabeth Spriggs,1929-09-18,168.0,TRUE,,,
8982,nm0362735,Robert Hardy,1925-10-29,175.0,TRUE,White,Male,Straight
8983,nm0025503,Isabelle Amyes,1950-06-13,,TRUE,,,
8984,nm0000614,Alan Rickman,1946-02-21,185.0,TRUE,White,Male,Straight
8985,nm0936353,Greg Wise,1966-05-15,188.0,TRUE,White,Male,Straight
8987,nm0000741,Tim Allen,1953-06-13,179.0,TRUE,White,Male,Straight
8991,nm0725543,Don Rickles,1926-05-08,168.0,TRUE,White,Male,Straight
8993,nm0001815,Jim Varney,1949-06-15,185.0,TRUE,White,Male,Straight
8994,nm0001652,John Ratzenberger,1947-04-06,177.0,TRUE,White,Male,Straight
8998,nm0001633,Annie Potts,1952-10-28,160.0,TRUE,White,Female,Straight
8999,nm0606656,John Morris,,,TRUE,,,
9007,nm0902184,Erik von Detten,1982-10-03,185.0,TRUE,White,Male,
9008,nm0582418,Laurie Metcalf,1955-06-16,169.0,TRUE,White,Female,Straight
9011,nm0422710,Penn Jillette,1955-03-05,20.0,TRUE,White,Male,Straight
9012,nm0029460,Jack Angel,1930-10-24,163.0,TRUE,,,
9014,nm0000286,Stephen Baldwin,1966-05-12,178.0,TRUE,White,Male,Straight
9015,nm0001125,Benicio Del Toro,1967-02-19,188.0,TRUE,Hispanic,Male,Straight
9017,nm0001590,Chazz Palminteri,1952-05-15,189.0,TRUE,,,
9018,nm0000592,Pete Postlethwaite,1946-02-07,175.0,TRUE,White,Male,Straight
9020,nm0000751,Suzy Amis,1962-01-05,173.0,TRUE,White,Female,Straight
9022,nm0000445,Dan Hedaya,1940-07-24,175.0,TRUE,White,Male,
9023,nm0000860,Paul Bartel,1938-08-06,,TRUE,White,Male,
9027,nm0107808,Carl Bressler,,169.0,TRUE,,,
9028,nm0261452,Christine Estabrook,1952-09-13,160.0,TRUE,,,
9029,nm0000225,Christian Slater,1969-08-18,174.0,TRUE,White,Male,Straight
9030,nm0005148,Delroy Lindo,1952-11-18,193.0,TRUE,Black,Male,Straight
9033,nm0518989,Howie Long,1960-01-06,196.0,TRUE,White,Male,Straight
9034,nm0193554,Vondie Curtis-Hall,1950-09-30,,TRUE,,,
9035,nm0860233,Jack Thompson,1940-08-31,179.0,TRUE,White,Male,Straight
9036,nm0749490,Vyto Ruginis,1956-04-17,,TRUE,White,Male,
9038,nm0869467,Shaun Toub,"1963 in Tehran, Iran",187.0,TRUE,,,
9039,nm0081827,Casey Biggs,1955-04-04,178.0,TRUE,,,
9040,nm0000652,James Spader,1960-02-07,178.0,TRUE,White,Male,Straight
9042,nm0000480,Elias Koteas,1961-03-11,179.0,TRUE,White,Male,Straight
9044,nm0000679,Deborah Kara Unger,1966-05-12,170.0,TRUE,White,Female,
9046,nm0534132,Peter MacNeill,,186.0,TRUE,White,Male,
9048,nm0441754,Judah Katz,1960-06-23,177.0,TRUE,,,
9049,nm0052103,Boyd Banks,1964-04-16,191.0,TRUE,,,
9050,nm0001117,Bruce Davison,1946-06-28,185.0,TRUE,White,Male,Straight
9051,nm0492746,Elizabeth Lawrence,1922-09-06,170.0,TRUE,,,
9052,nm0004710,Naveen Andrews,1969-01-17,175.0,TRUE,Asian,Male,Straight
9054,nm0000147,Colin Firth,1960-09-10,187.0,TRUE,White,Male,Straight
9058,nm0905554,Julian Wadham,1958-08-07,182.0,TRUE,,,
9059,nm0923610,Kevin Whately,1951-02-06,181.0,TRUE,White,Male,Straight
9060,nm0144875,Nino Castelnuovo,1936-10-28,,TRUE,White,Male,
9061,nm0744599,Hichem Rostom,1947-05-26,,TRUE,,,
9062,nm0383533,Torri Higginson,1969-12-06,170.0,TRUE,White,Female,
9063,nm0000513,William H. Macy,1950-03-13,173.0,TRUE,White,Male,Straight
9066,nm0001780,Peter Stormare,1953-08-27,189.0,TRUE,White,Male,Straight
9068,nm0696193,Harve Presnell,1933-09-14,195.0,TRUE,White,Male,Straight
9069,nm0219301,Tony Denman,1979-10-22,175.0,TRUE,,,
9070,nm0396828,Gary Houston,,,TRUE,,,
9071,nm0716324,Steve Reevis,1962-08-14,,TRUE,,,
9072,nm0445316,Warren Keith,,,TRUE,,,
9073,nm0000306,Brian Blessed,1936-10-09,177.0,TRUE,White,Male,Straight
9074,nm0000110,Kenneth Branagh,1960-12-10,177.0,TRUE,White,Male,Straight
9076,nm0001972,Richard Briers,1934-01-14,178.0,TRUE,White,Male,Straight
9077,nm0227827,Reece Dinsdale,1959-08-06,178.0,TRUE,,,
9078,nm0000250,Renée Zellweger,1969-04-25,160.0,TRUE,,,
9080,nm0000593,Kelly Preston,1962-10-13,168.0,TRUE,White,Female,Straight
9081,nm0001542,Jay Mohr,1970-08-23,175.0,TRUE,White,Male,Straight
9082,nm0005093,Regina King,1971-01-15,160.0,TRUE,Black,Female,Straight
9085,nm0005151,Jonathan Lipnicki,1990-10-22,173.0,TRUE,White,Male,
9086,nm0671210,Mark Pellington,1962-03-17,,TRUE,White,Male,Straight
9087,nm0836836,Jeremy Suarez,1990-07-06,171.0,TRUE,,,
9088,nm0485917,Stephen J. Lang,,,TRUE,,,
9089,nm0177933,Chris Cooper,1951-07-09,178.0,TRUE,White,Male,Straight
9105,nm0001615,Elizabeth Peña,1959-09-23,157.0,TRUE,,,
9106,nm0828494,Joe Stevens,,,TRUE,,,
9107,nm0597526,Jeff Monahan,,180.0,TRUE,,,
9108,nm0000190,Matthew McConaughey,1969-11-04,182.0,TRUE,White,Male,Straight
9111,nm0001758,Timothy Spall,1957-02-27,173.0,TRUE,White,Male,Straight
9113,nm0517642,Phyllis Logan,1956-01-11,163.0,TRUE,White,Female,Straight
9114,nm0000950,Brenda Blethyn,1946-02-20,157.0,TRUE,White,Female,Straight
9117,nm0750718,Claire Rushbrook,1971-08-25,,TRUE,,,
9118,nm0001399,Marianne Jean-Baptiste,1967-04-26,155.0,TRUE,,,
9119,nm0077397,Elizabeth Berrington,1970-08-03,170.0,TRUE,,,
9121,nm0042475,Michele Austin,,,TRUE,,,
9123,nm0743605,Lee Ross,"1971 in Luton, Bedfordshire, England, UK",,TRUE,,,
9125,nm0544334,Lesley Manville,1956-03-12,157.0,TRUE,,,
9131,nm0177267,Ron Cook,"1948 in South Shields, Tyne and Wear, England, UK",,TRUE,,,
9133,nm0100598,Brian Bovell,1959-10-26,,TRUE,,,
9134,nm0481994,Trevor Laird,1957-07-11,,TRUE,,,
9135,nm0673907,Clare Perkins,,165.0,TRUE,,,
9136,nm0001691,Geoffrey Rush,1951-07-06,182.0,TRUE,White,Male,Straight
9141,nm0104051,Justin Braine,,,TRUE,,,
9142,nm0865286,Sonia Todd,"1959 in Adelaide, South Australia, Australia",,TRUE,,,
9143,nm0371824,Chris Haywood,1948-07-24,,TRUE,,,
9144,nm0706162,Alex Rafalowicz,1985-11-19,,TRUE,,,
9145,nm0068431,Nicholas Bell,1958-08-17,,TRUE,,,
9146,nm0184100,John Cousins,1907-04-20,,TRUE,,,
9147,nm0852965,Noah Taylor,1969-09-04,173.0,TRUE,White,Male,
9149,nm0000671,Billy Bob Thornton,1955-08-04,183.0,TRUE,White,Male,Straight
9153,nm0948267,Dwight Yoakam,1956-10-23,183.0,TRUE,White,Male,Straight
9154,nm0000615,John Ritter,1948-09-17,180.0,TRUE,White,Male,Straight
9155,nm0085407,Lucas Black,1982-11-29,175.0,TRUE,White,Male,
9156,nm0133882,Natalie Canerday,1962-03-09,,TRUE,,,
9157,nm0109785,Brent Briscoe,1961-05-21,175.0,TRUE,White,Male,
9159,nm0000191,Ewan McGregor,1971-03-31,177.0,TRUE,White,Male,Straight
9161,nm0001971,Ewen Bremner,1972-01-23,173.0,TRUE,White,Male,Straight
9162,nm0001538,Jonny Lee Miller,1972-11-15,177.0,TRUE,White,Male,Straight
9163,nm0571727,Kevin McKidd,1973-08-09,181.0,TRUE,White,Male,Straight
9164,nm0001015,Robert Carlyle,1961-04-14,170.0,TRUE,White,Male,Straight
9166,nm0531808,Kelly Macdonald,1976-02-23,159.0,TRUE,White,Female,Straight
9169,nm0611932,Peter Mullan,1959-11-02,173.0,TRUE,White,Male,Straight
9171,nm0629374,Eileen Nicholas,"1946 in Glasgow, Scotland, UK",,TRUE,,,
9172,nm0896510,Susan Vidler,"1972 in Scotland, UK",,TRUE,,,
9173,nm0376602,Shirley Henderson,1965-11-24,154.0,TRUE,White,Female,
9174,nm0920543,Irvine Welsh,1958-09-27,188.0,TRUE,White,Male,Straight
9175,nm0745275,Mitchell David Rothpan,,,TRUE,,,
9176,nm0210218,Maria de Medeiros,1965-08-19,,TRUE,White,Female,Straight
9177,nm0001409,Tchéky Karyo,1953-10-04,180.0,TRUE,,,
9179,nm0427351,Michel Jonasz,1947-01-21,,TRUE,,,
9180,nm0095653,Bronwen Booth,1964-02-21,,TRUE,,,
9181,nm0747114,Maxim Roy,1972-03-07,170.0,TRUE,,,
9182,nm0131117,Mark Camacho,1964-04-12,183.0,TRUE,,,
9183,nm0145299,Maggie Castle,"1983 in Montreal, Quebec, Canada",165.0,TRUE,,,
9184,nm0284804,Frank Fontaine,1936-11-28,,TRUE,White,Male,Straight
9185,nm0350079,Luis Guzmán,1956-08-28,166.0,TRUE,,,
9188,nm0000604,John C. Reilly,1965-05-24,187.0,TRUE,White,Male,Straight
9193,nm0662519,Nicole Ari Parker,1970-10-07,173.0,TRUE,Black,Female,Straight
9194,nm0000332,Don Cheadle,1964-11-29,172.0,TRUE,Black,Male,Straight
9198,nm0001287,Heather Graham,1970-01-29,171.0,TRUE,White,Female,Straight
9199,nm0000242,Mark Wahlberg,1971-06-05,173.0,TRUE,White,Male,Straight
9202,nm0000440,Nina Hartley,1959-03-11,167.0,TRUE,White,Female,Bisexual
9203,nm0011129,Kimberly Deauna Adams,,,TRUE,,,
9204,nm0034509,Vinny Argiro,c. 1940,,TRUE,,,
9205,nm0000276,Sean Astin,1971-02-25,170.0,TRUE,White,Male,Straight
9209,nm0051257,Kirk Baltz,1959-09-14,175.0,TRUE,,,
9210,nm0052893,Amiri Baraka,1934-10-07,,TRUE,Black,Male,Straight
9211,nm0000932,Halle Berry,1966-08-14,165.0,TRUE,Multiracial,Female,Straight
9212,nm0115236,Mongo Brownlee,1971 in USA,188.0,TRUE,,,
9213,nm0126070,Thomas Jefferson Byrd,"1941 in Griffin, Georgia, USA",,TRUE,,,
9214,nm0132517,J. Kenneth Campbell,1947-07-22,180.0,TRUE,,,
9215,nm0498976,Joel Leffert,,,TRUE,,,
9216,nm0169565,Lynn Cohen,1933-08-10,,TRUE,,,
9217,nm0001497,Tobey Maguire,1975-06-27,172.0,TRUE,White,Male,Straight
9220,nm0036353,Annette Arnold,,,TRUE,,,
9221,nm0771493,Richard Schiff,1955-05-27,178.0,TRUE,White,Male,Straight
9224,nm0933723,Kristen Wilson,1969-09-04,170.0,TRUE,Multiracial,Female,Straight
9225,nm0001787,Jeffrey Tambor,1944-07-08,185.0,TRUE,White,Male,Straight
9226,nm0695497,Kyla Pratt,1986-09-16,157.0,TRUE,Black,Female,
9227,nm0712368,Raven-Symoné,1985-12-10,157.0,TRUE,,,
9228,nm0010486,Mark Adair-Rios,,,TRUE,,,
9229,nm0129883,Don Calfa,1939-12-03,,TRUE,,,
9230,nm0000162,Anne Heche,1969-05-25,165.0,TRUE,White,Female,Bisexual
9232,nm0411964,Zeljko Ivanek,1957-08-15,170.0,TRUE,,,
9235,nm0065418,Gerry Becker,1951-04-11,,TRUE,,,
9236,nm0583951,Robert Miano,1942-09-25,180.0,TRUE,,,
9237,nm0803157,Rocco Sisto,1953-02-08,,TRUE,,,
9238,nm0340260,Zach Grenier,1954-02-12,175.0,TRUE,White,Male,Straight
9239,nm0785352,Terry Serpico,,183.0,TRUE,,,
9240,nm0004692,Mark Addy,1964-01-14,182.0,TRUE,White,Male,Straight
9241,nm0810890,Wim Snape,1985-04-17,178.0,TRUE,,,
9242,nm0401269,Steve Huison,"1963 in Leeds, England, UK",185.0,TRUE,,,
9243,nm0053448,Paul Barber,1951-03-18,183.0,TRUE,,,
9244,nm0817563,Hugo Speer,"1969 in Harrogate, Yorkshire, England, UK",175.0,TRUE,,,
9245,nm0789093,Lesley Sharp,1960-04-03,165.0,TRUE,,,
9246,nm0941056,Emily Woof,"1967 in Newcastle on Tyne, England, UK",157.0,TRUE,,,
9247,nm0384172,Dave Hill,1946-04-04,163.0,TRUE,,,
9249,nm0427646,Bruce Jones,1953-01-24,183.0,TRUE,,,
9250,nm0000354,Matt Damon,1970-10-08,178.0,TRUE,White,Male,Straight
9258,nm0000255,Ben Affleck,1972-08-15,192.0,TRUE,White,Male,Straight
9260,nm0585906,John Mighton,1957-10-02,,TRUE,,,
9261,nm0000729,Casey Affleck,1975-08-12,175.0,TRUE,White,Male,Straight
9264,nm0369513,Cole Hauser,1975-03-22,185.0,TRUE,White,Male,Straight
9265,nm0284315,Alison Folland,1978-08-10,,TRUE,,,
9266,nm0006710,Vik Sahay,,171.0,TRUE,,,
9267,nm0000569,Gwyneth Paltrow,1972-09-27,175.0,TRUE,,,
9270,nm0225332,Kim Dickens,1965-06-18,169.0,TRUE,White,Female,
9273,nm0132752,Nell Campbell,1953-05-24,168.0,TRUE,White,Female,Straight
9274,nm0542759,Gabriel Mann,1972-05-14,185.0,TRUE,White,Male,
9276,nm0457432,Jeremy James Kissner,1985-03-24,,TRUE,,,
9277,nm0064375,Raquel Beaudene,1986-09-26,165.0,TRUE,,,
9278,nm0818880,Stephen Spinella,1956-10-11,176.0,TRUE,White,Male,Gay
9281,nm0837051,Marla Sucharetza,1965-05-20,179.0,TRUE,,,
9282,nm0000128,Russell Crowe,1964-04-07,182.0,TRUE,White,Male,Straight
9288,nm0001602,Guy Pearce,1967-10-05,179.0,TRUE,White,Male,
9291,nm0000107,Kim Basinger,1953-12-08,172.0,TRUE,White,Female,Straight
9292,nm0566783,Matt McCoy,1958-05-20,185.0,TRUE,White,Male,Straight
9293,nm0781915,Paolo Seganti,1965-05-20,,TRUE,,,
9294,nm0710292,Steve Rankin,,,TRUE,,,
9295,nm0000663,Dominique Swain,1980-08-12,173.0,TRUE,White,Female,Straight
9296,nm0791877,Suzanne Shepherd,,,TRUE,,,
9297,nm0329517,Michael Goodwin,"August 21 in Virginia, Minnesota, USA",183.0,TRUE,,,
9298,nm0665708,Angela Paton,1930-01-11,,TRUE,,,
9299,nm0799066,Ben Silverstone,1979-04-09,,TRUE,,,
9300,nm0341632,Emma Griffiths Malin,"1980 in London, England, UK",,TRUE,,,
9301,nm0011478,Christopher Adamson,1956-06-06,192.0,TRUE,,,
9302,nm0055291,Tim Barlow,1936-01-18,188.0,TRUE,,,
9303,nm0083605,David Birkin,1977,,TRUE,,,
9304,nm0117429,Reine Brynolfsson,1953-01-15,178.0,TRUE,,,
9305,nm0126402,Kathleen Byron,1921-01-11,168.0,TRUE,White,Female,Straight
9306,nm0150083,Václav Chalupa,1974-07-12,,TRUE,,,
9307,nm0234270,Edna Doré,1921-05-31,156.0,TRUE,,,
9308,nm0000240,Skeet Ulrich,1970-01-20,183.0,TRUE,,,
9309,nm0004309,Shirley Knight,1936-07-05,,TRUE,White,Female,Straight
9310,nm0810379,Yeardley Smith,1964-07-03,160.0,TRUE,White,Female,Straight
9311,nm0648913,Lupe Ontiveros,1942-09-17,150.0,TRUE,,,
9312,nm0169465,Jaffe Cohen,,,TRUE,,,
9313,nm0504412,Adrian Lester,1968-08-14,185.0,TRUE,Black,Male,Straight
9314,nm0005491,Maura Tierney,1965-02-03,160.0,TRUE,White,Female,Straight
9315,nm0001306,Larry Hagman,1931-09-21,185.0,TRUE,White,Male,Straight
9316,nm0000715,Caroline Aaron,1952-08-07,,TRUE,White,Female,Straight
9317,nm0001661,Rob Reiner,1947-03-06,188.0,TRUE,White,Male,Straight
9319,nm0052113,Caerthan Banks,,,TRUE,,,
9320,nm0001631,Sarah Polley,1979-01-08,157.0,TRUE,White,Female,Straight
9321,nm0564805,Tom McCamus,1955-07-25,178.0,TRUE,White,Male,Straight
9323,nm0741388,Gabrielle Rose,"1954 in Kamloops, British Columbia, Canada",165.0,TRUE,,,
9324,nm0914491,Alberta Watson,1955-03-06,173.0,TRUE,White,Female,Straight
9326,nm0605174,Stephanie Morgenstern,1965-12-10,,TRUE,,,
9327,nm0451376,Arsinée Khanjian,1958-09-06,,TRUE,,,
9328,nm0664387,Earl Pastko,,,TRUE,,,
9329,nm0048932,Simon Baker,1969-07-30,179.0,TRUE,White,Male,Straight
9335,nm0375959,David Hemblen,"1940 in London, England, UK",186.0,TRUE,,,
9336,nm0339304,Bruce Greenwood,1956-08-12,184.0,TRUE,White,Male,Straight
9339,nm0000403,Bridget Fonda,1964-01-27,168.0,TRUE,White,Female,Straight
9340,nm0743304,Chelcie Ross,1942-10-26,188.0,TRUE,,,
9341,nm3331514,Bob Davis,,,TRUE,White,Male,Straight
9342,nm1059824,Tom Carey,,,TRUE,,,
9344,nm0668122,John Paxton,1911-05-21,,TRUE,,,
9345,nm0000138,Leonardo DiCaprio,1974-11-11,183.0,TRUE,,,
9353,nm0001784,Gloria Stuart,1910-07-04,161.0,TRUE,White,Female,Straight
9354,nm0384060,Bernard Hill,1944-12-17,175.0,TRUE,White,Male,Straight
9357,nm0404993,Jonathan Hyde,1948-05-21,180.0,TRUE,White,Male,
9358,nm0008656,Lewis Abernathy,,188.0,TRUE,,,
9359,nm0143167,Nicholas Cascone,1963-04-20,178.0,TRUE,,,
9360,nm0000120,Jim Carrey,1962-01-17,188.0,TRUE,White,Male,Straight
9362,nm0001187,Noah Emmerich,1965-02-27,189.0,TRUE,White,Male,Straight
9364,nm0001523,Natascha McElhone,1969-12-14,173.0,TRUE,White,Female,Straight
9365,nm0216507,Brian Delate,1949-04-08,191.0,TRUE,,,
9366,nm0470244,Peter Krause,1965-08-12,185.0,TRUE,White,Male,Straight
9368,nm0770039,Heidi Schanz,1971-03-30,168.0,TRUE,,,
9370,nm0001459,Denis Leary,1957-08-18,186.0,TRUE,White,Male,Straight
9372,nm0084114,Larry Bishop,1948-11-30,185.0,TRUE,,,
9373,nm0000183,Traci Lords,1968-05-07,170.0,TRUE,White,Female,Bisexual
9374,nm0803765,Jimmie F. Skaggs,1944-12-20,,TRUE,,,
9375,nm0427484,Angela Jones,,,TRUE,,,
9377,nm0799989,Michael David Simms,,,TRUE,,,
9378,nm0061883,Marc Baur,,,TRUE,,,
9379,nm0704802,Pamela Rabe,1959-04-30,,TRUE,,,
9380,nm0001584,Miranda Otto,1967-12-16,165.0,TRUE,White,Female,Straight
9381,nm0160945,Paul Chubb,1949-01-14,,TRUE,,,
9382,nm0933407,Frank Wilson,1924-04-11,184.0,TRUE,,,
9385,nm0414646,Steve Jacobs,1967-01-08,,TRUE,,,
9386,nm0528539,Simon Lyndon,1971-02-18,,TRUE,,,
9387,nm0448768,Jennifer Kent,"1969 in Brisbane, Queensland, Australia",,TRUE,,,
9388,nm0706003,Stephen Rae,,,TRUE,,,
9389,nm0730070,Linus Roache,1964-02-01,178.0,TRUE,White,Male,Straight
9390,nm0421105,Alex Jennings,1957-05-10,188.0,TRUE,,,
9392,nm0587060,Ben Miles,"1967 in Wimbledon, London, England, UK",180.0,TRUE,,,
9393,nm0002091,Michael Gambon,1940-10-19,183.0,TRUE,White,Male,Straight
9396,nm0254362,Alison Elliott,1970-05-19,173.0,TRUE,,,
9400,nm0000139,Cameron Diaz,1972-08-30,174.0,TRUE,White,Female,Straight
9403,nm0068709,Ned Bellamy,1957-05-07,183.0,TRUE,,,
9404,nm0818055,Octavia Spencer,,157.0,TRUE,Black,Female,
9408,nm0001416,Catherine Keener,1959-03-23,177.0,TRUE,White,Female,Straight
9413,nm0140887,Kevin Carroll,,,TRUE,,,
9414,nm0308606,Willie Garson,1964-02-20,173.0,TRUE,White,Male,
9415,nm0005212,Ian McKellen,1939-05-25,180.0,TRUE,White,Male,Gay
9417,nm0000409,Brendan Fraser,1968-12-03,189.0,TRUE,White,Male,Straight
9418,nm0001655,Lynn Redgrave,1943-03-08,178.0,TRUE,White,Female,Straight
9419,nm0000357,Lolita Davidovich,1961-07-15,173.0,TRUE,,,
9420,nm0640413,Kevin J. O'Connor,1963-11-15,180.0,TRUE,White,Male,Straight
9421,nm0687443,Jack Plotnick,1968-10-30,180.0,TRUE,White,Male,Gay
9422,nm0044011,Rosalind Ayres,1946-12-07,,TRUE,,,
9423,nm0079439,Jack Betts,1929-04-11,184.0,TRUE,,,
9424,nm0044859,Todd Babcock,1969-10-12,,TRUE,,,
9425,nm0758012,Pamela Salem,1950-01-22,168.0,TRUE,,,
9426,nm0001556,David Morse,1953-10-11,193.0,TRUE,White,Male,Straight
9428,nm0003817,Michael Clarke Duncan,1957-12-10,196.0,TRUE,Black,Male,Straight
9429,nm0005052,Michael Jeter,1952-08-26,163.0,TRUE,White,Male,Gay
9430,nm0001294,Graham Greene,1904-10-02,,TRUE,White,Male,Straight
9434,nm0006535,Doug Hutchison,1960-05-26,166.0,TRUE,White,Male,Straight
9435,nm0005377,Sam Rockwell,1968-11-05,173.0,TRUE,White,Male,
9439,nm0001608,Barry Pepper,1970-04-04,178.0,TRUE,White,Male,Straight
9442,nm0165101,Patricia Clarkson,1959-12-29,165.0,TRUE,White,Female,Straight
9447,nm0107573,Eve Brent,1929-09-11,,TRUE,,,
9448,nm0397102,Alan Howard,1937-08-05,183.0,TRUE,,,
9449,nm0000293,Sean Bean,1959-04-17,179.0,TRUE,White,Male,Straight
9452,nm0000949,Cate Blanchett,1969-05-14,174.0,TRUE,White,Female,Matter
9463,nm0089217,Orlando Bloom,1977-01-13,180.0,TRUE,White,Male,Straight
9467,nm0101710,Billy Boyd,1968-08-28,169.0,TRUE,White,Male,Straight
9470,nm0190744,Marton Csokas,1966-06-30,186.0,TRUE,,,
9472,nm0250214,Megan Edwards,,,TRUE,,,
9473,nm0000489,Christopher Lee,1922-05-27,196.0,TRUE,White,Male,Straight
9479,nm0538692,Lawrence Makoare,1968-03-20,193.0,TRUE,,,
9480,nm0000123,George Clooney,1961-05-06,180.0,TRUE,White,Male,Straight
9490,nm0000182,Jennifer Lopez,1969-07-24,168.0,TRUE,Hispanic,Female,Straight
9491,nm0540478,Mike Malone,,,TRUE,,,
9493,nm0001199,Dennis Farina,1944-02-29,183.0,TRUE,White,Male,Straight
9495,nm0001872,Steve Zahn,1967-11-13,171.0,TRUE,White,Male,Straight
9499,nm0000219,Steven Seagal,1952-04-10,193.0,TRUE,White,Male,Straight
9500,nm0593734,Silas Weir Mitchell,,189.0,TRUE,,,
9501,nm0004741,Camilla Belle,1986-10-02,173.0,TRUE,White,Female,
9502,nm0066456,Dan Beene,,,TRUE,,,
9503,nm0500894,Brad Leland,1954-09-15,188.0,TRUE,,,
9504,nm0934618,Philip Winchester,1981-03-24,185.0,TRUE,,,
9505,nm0001744,Tom Sizemore,1961-11-29,180.0,TRUE,White,Male,Straight
9507,nm0122653,Edward Burns,1968-01-29,185.0,TRUE,White,Male,Straight
9508,nm0004965,Adam Goldberg,1970-10-25,181.0,TRUE,White,Male,Straight
9510,nm0004874,Vin Diesel,1967-07-18,182.0,TRUE,Multiracial,Male,Straight
9511,nm0000610,Giovanni Ribisi,1974-12-17,171.0,TRUE,White,Male,Straight
9515,nm0001111,Jeremy Davies,1969-10-08,175.0,TRUE,White,Male,Straight
9516,nm0001101,Ted Danson,1947-12-29,189.0,TRUE,White,Male,Straight
9517,nm0316079,Paul Giamatti,1967-06-06,175.0,TRUE,White,Male,Straight
9522,nm0242882,Max Martini,1969-12-11,185.0,TRUE,White,Male,Straight
9524,nm0116465,Dylan Bruno,1972-09-06,179.0,TRUE,White,Male,Straight
9525,nm0009716,Kirk Acevedo,1971-11-27,174.0,TRUE,Multiracial,Male,
9526,nm0095478,Mark Boone Junior,1955-03-17,171.0,TRUE,White,Male,
9530,nm0004778,Adrien Brody,1973-04-14,183.0,TRUE,White,Male,Straight
