,imdb_name_id,name,date_of_birth,height,is_actor,race,gender,sexuality
8275,nm0917190,Ann Wedgeworth,1934-01-21,,TRUE,White,Female,Straight
8276,nm0000131,John Cusack,1966-06-28,188.0,TRUE,White,Male,Straight
8279,nm0000906,Annette Bening,1958-05-29,169.0,TRUE,White,Female,Straight
8286,nm0613197,Jan Munroe,1952-06-24,,TRUE,,,
8287,nm0489644,Michael Laskin,1951-04-03,180.0,TRUE,,,
8288,nm0428008,Eddie Jones,1934-09-18,,TRUE,White,Male,Straight
8289,nm0359393,Lou Hancock,1924-02-25,,TRUE,,,
8290,nm0000154,Mel Gibson,1956-01-03,177.0,TRUE,White,Male,Straight
8292,nm0226820,Stephen Dillane,1957-03-27,183.0,TRUE,White,Male,Straight
8295,nm0662511,Nathaniel Parker,1962-05-18,185.0,TRUE,White,Male,Straight
8296,nm0615267,Sean Murray,,,TRUE,White,Male,Straight
8297,nm0540585,Michael Maloney,1957-06-19,173.0,TRUE,White,Male,
8300,nm0668807,Trevor Peacock,1931-05-19,168.0,TRUE,,,
8301,nm0913264,Richard Warwick,1945-04-29,178.0,TRUE,,,
8302,nm0030021,Christien Anholt,1971-02-25,170.0,TRUE,,,
8303,nm0389424,Marco Hofschneider,1969-10-18,169.0,TRUE,,,
8304,nm0932870,André Wilms,1947-04-29,176.0,TRUE,,,
8305,nm0911206,Ashley Wanninger,,,TRUE,,,
8306,nm0389425,René Hofschneider,"1960 in Detmold, Germany",172.0,TRUE,,,
8307,nm0000365,Julie Delpy,1969-12-21,173.0,TRUE,White,Female,Straight
8310,nm0957193,Hanns Zischler,1947-06-18,181.0,TRUE,,,
8312,nm0479553,Halina Labonarska,1947-08-15,,TRUE,,,
8313,nm0557598,Andrzej Mastalerz,1964-10-27,170.0,TRUE,,,
8314,nm0267449,Carolyn Farina,,,TRUE,,,
8315,nm0166221,Edward Clements,,,TRUE,,,
8316,nm0001177,Chris Eigeman,1965-03-01,,TRUE,,,
8317,nm0629737,Taylor Nichols,1959-03-03,178.0,TRUE,,,
8318,nm0402141,Dylan Hundley,,,TRUE,,,
8319,nm0318879,Isabel Gillies,1970-02-09,,TRUE,,,
8320,nm0001487,John Lynch,1961-12-26,,TRUE,White,Male,Straight
8324,nm0001711,Annabella Sciorra,1960-03-29,157.0,TRUE,White,Female,Straight
8326,nm0353467,Uta Hagen,1919-06-12,170.0,TRUE,White,Female,Straight
8327,nm0001770,Fisher Stevens,1963-11-27,170.0,TRUE,White,Male,Straight
8328,nm0004724,Christine Baranski,1952-05-02,174.0,TRUE,White,Female,Straight
8330,nm0537554,Stephen Mailer,1966-03-10,178.0,TRUE,,,
8331,nm0242226,Christine Dunford,,,TRUE,,,
8332,nm0005031,Felicity Huffman,1962-12-09,165.0,TRUE,White,Female,Straight
8333,nm0714705,Keith Reddin,1956-07-07,,TRUE,,,
8335,nm0000913,Robby Benson,1956-01-21,178.0,TRUE,White,Male,Straight
8336,nm0181425,Jesse Corti,1955-07-03,,TRUE,,,
8337,nm0263591,Rex Everhart,1920-06-13,,TRUE,,,
8338,nm0641314,Paige O'Hara,1956-05-10,168.0,TRUE,,,
8339,nm0001583,Jerry Orbach,1935-10-20,187.0,TRUE,White,Male,Straight
8340,nm0682300,Bradley Pierce,1982-10-23,165.0,TRUE,,,
8341,nm0074834,Mary Kay Bergman,1961-06-05,160.0,TRUE,White,Female,Straight
8342,nm0258423,Alvin Epstein,1925-05-14,,TRUE,,,
8343,nm0419645,Tony Jay,1933-02-02,193.0,TRUE,White,Male,Straight
8344,nm0764781,Richard C. Sarafian,1930-04-28,,TRUE,White,Male,Straight
8345,nm0768908,Gian-Carlo Scandiuzzi,,,TRUE,,,
8346,nm0005205,Kimberly McCullough,1978-03-05,157.0,TRUE,White,Female,Straight
8347,nm0738850,Andy Romano,1941-06-15,,TRUE,White,Male,
8348,nm0000296,Robert Beltran,1953-11-19,179.0,TRUE,Hispanic,Male,
8349,nm0333931,Bill Graham,1931-01-08,,TRUE,White,Male,Straight
8350,nm0492856,Josie Lawrence,1959-06-06,178.0,TRUE,,,
8351,nm0001669,Miranda Richardson,1958-03-03,165.0,TRUE,White,Female,
8354,nm0908116,Polly Walker,1966-05-19,170.0,TRUE,White,Female,Straight
8355,nm0544305,Davide Manuli,,,TRUE,,,
8356,nm0244602,Vittorio Duse,1916-03-21,,TRUE,,,
8357,nm0519318,Anna Longhi,1934-12-31,,TRUE,,,
8359,nm0931090,Kimberly Williams-Paisley,1971-09-14,165.0,TRUE,,,
8360,nm0001085,Kieran Culkin,1982-09-30,170.0,TRUE,,,
8362,nm0627624,George Newbern,1964-12-30,179.0,TRUE,White,Male,Straight
8363,nm0001737,Martin Short,1950-03-26,169.0,TRUE,White,Male,Straight
8364,nm0000703,BD Wong,1960-10-24,164.0,TRUE,,,
8365,nm0324533,Peter Michael Goetz,1941-12-10,,TRUE,White,Male,Straight
8366,nm0890705,Mina Vasquez,1946-12-03,,TRUE,,,
8367,nm0104462,Gibby Brand,1946-05-20,,TRUE,,,
8368,nm0692466,Richard Portnow,"1947 in Brooklyn, New York, USA",179.0,TRUE,White,Male,
8369,nm0117035,Adam Bryant,,,TRUE,,,
8370,nm3051240,Paul Lombardi,1959-12-15,,TRUE,,,
8371,nm0001383,David Hyde Pierce,1959-04-03,177.0,TRUE,White,Male,Gay
8374,nm0364973,Lara Harris,1962-08-22,,TRUE,,,
8375,nm0001562,Kathy Najimy,1957-02-06,168.0,TRUE,White,Female,Bisexual
8376,nm0733427,Harry Shearer,1943-12-23,169.0,TRUE,White,Male,Straight
8377,nm0100735,Mark Bowden,,,TRUE,White,Male,Straight
8379,nm0000870,Kathy Bates,1948-06-28,160.0,TRUE,White,Female,Straight
8383,nm0000524,Mary Stuart Masterson,1966-06-28,163.0,TRUE,White,Female,Straight
8384,nm0000571,Mary-Louise Parker,1964-08-02,171.0,TRUE,,,
8386,nm0000563,Chris O'Donnell,1970-06-26,178.0,TRUE,White,Male,Straight
8388,nm0789976,Stan Shaw,1952-07-14,,TRUE,Black,Male,Straight
8389,nm0059630,Gary Basaraba,1959-03-16,191.0,TRUE,,,
8391,nm0020658,Jo Harvey Allen,,,TRUE,,,
8392,nm0564782,Macon McCalman,1932-12-30,,TRUE,,,
8393,nm0726223,Richard Riehle,1948-05-12,175.0,TRUE,White,Male,
8396,nm1807200,Raynor Scheine,1942-01-19,178.0,TRUE,,,
8397,nm0001521,Mary McDonnell,1952-04-28,168.0,TRUE,White,Female,Straight
8400,nm0005569,Alfre Woodard,1952-11-08,161.0,TRUE,Black,Female,Straight
8401,nm0005438,Jeremy Sisto,1974-10-06,188.0,TRUE,White,Male,Straight
8402,nm0509824,Tina Lifford,,,TRUE,,,
8403,nm0974099,Patrick Malone,,,TRUE,,,
8404,nm0872755,Sarah Trigger,1968-06-12,,TRUE,,,
8405,nm0048926,Shaun Baker,,,TRUE,,,
8406,nm0761587,Jay O. Sanders,1953-04-16,193.0,TRUE,White,Male,Straight
8407,nm0000799,Edward Asner,1929-11-15,170.0,TRUE,,,
8409,nm0804157,Björn Skifs,1947-04-20,180.0,TRUE,,,
8410,nm0734440,Aja Rodas-Evrén,1962-03-01,,TRUE,,,
8411,nm0880748,Johan Ulveson,1954-05-30,175.0,TRUE,,,
8412,nm0519087,Marie-Chantal Long,,,TRUE,,,
8413,nm0635030,Jacob Nordenson,1952-09-02,,TRUE,,,
8414,nm0361426,Catherine Hansson,1958-03-26,,TRUE,,,
8415,nm0458039,Björn Kjellman,1963-06-04,178.0,TRUE,,,
8416,nm0871284,Gail Travers,,,TRUE,,,
8417,nm0340284,Macha Grenon,1968-06-07,,TRUE,,,
8418,nm0645760,Eiji Okuda,1950-03-18,,TRUE,,,
8420,nm0077715,Dorothée Berryman,1948-04-28,,TRUE,,,
8421,nm0001999,Maury Chaykin,1949-07-27,185.0,TRUE,White,Male,Straight
8423,nm0021480,Ralph Allison,,,TRUE,,,
8424,nm0015775,Carl Alacchi,,,TRUE,,,
8425,nm0032001,Andreas Apergis,,,TRUE,,,
8426,nm0000560,Nick Nolte,1941-02-08,185.0,TRUE,White,Male,Straight
8430,nm0001100,Blythe Danner,1943-02-03,170.0,TRUE,,,
8431,nm0625075,Kate Nelligan,1950-03-16,169.0,TRUE,White,Female,Straight
8433,nm0469103,Jeroen Krabbé,1944-12-05,183.0,TRUE,,,
8435,nm0137506,George Carlin,1937-05-12,175.0,TRUE,White,Male,Straight
8436,nm0332410,Jason Gould,1966-12-29,173.0,TRUE,White,Male,Gay
8437,nm0837976,Brad Sullivan,1931-11-18,,TRUE,,,
8438,nm0942051,Lindsay Wray,1976-11-21,175.0,TRUE,,,
8440,nm0095029,Lawrence A. Bonney,,,TRUE,,,
8441,nm0501435,Kasi Lemmons,1961-02-24,,TRUE,,,
8442,nm0372217,Anthony Heald,1944-08-25,170.0,TRUE,White,Male,Straight
8444,nm0748785,Stuart Rudin,1941-12-16,187.0,TRUE,,,
8445,nm0777230,George 'Red' Schwartz,,,TRUE,,,
8446,nm0000514,Michael Madsen,1957-09-25,188.0,TRUE,White,Male,Straight
8449,nm0001520,Christopher McDonald,1955-02-15,191.0,TRUE,White,Male,Straight
8451,nm0000093,Brad Pitt,1963-12-18,180.0,TRUE,White,Male,Straight
8458,nm0137114,Timothy Carhart,1953-12-24,188.0,TRUE,White,Male,
8459,nm0000892,Jason Beghe,1960-03-12,180.0,TRUE,White,Male,
8460,nm0205479,Sonny Carl Davis,,,TRUE,,,
8461,nm0842855,Ken Swofford,1933-07-25,,TRUE,White,Male,Straight
8462,nm0543738,Carol Mansell,,160.0,TRUE,,,
8463,nm0689324,Stephen Polk,1960-05-01,,TRUE,,,
8464,nm0001653,Stephen Rea,1946-10-31,179.0,TRUE,White,Male,Straight
8465,nm0001160,Adrian Dunbar,1958-08-01,180.0,TRUE,White,Male,Straight
8466,nm0001109,Jaye Davidson,1968-03-21,160.0,TRUE,Multiracial,Male,Gay
8467,nm0076139,Andrée Bernard,1966-11-29,165.0,TRUE,,,
8468,nm0114460,Ralph Brown,1957-06-18,180.0,TRUE,,,
8471,nm0805495,Tony Slattery,1959-11-09,180.0,TRUE,White,Male,
8472,nm0000146,Ralph Fiennes,1962-12-22,180.0,TRUE,White,Male,Straight
8482,nm0005216,Janet McTeer,1961-08-05,186.0,TRUE,White,Female,
8483,nm0001830,Sophie Ward,1964-12-30,173.0,TRUE,White,Female,Bisexual
8484,nm0791871,Simon Shepherd,1956-08-20,,TRUE,,,
8485,nm0000562,Jeremy Northam,1961-12-01,188.0,TRUE,White,Male,Straight
8487,nm0199663,Jennifer Daniel,1936-05-23,,TRUE,,,
8488,nm0278746,Jonathan Firth,1967-04-06,,TRUE,,,
8489,nm0338614,James Marshall,1967-01-02,173.0,TRUE,White,Male,Straight
8493,nm0001302,Christopher Guest,1948-02-05,180.0,TRUE,White,Male,Straight
8494,nm0696430,J.A. Preston,1932-11-13,188.0,TRUE,,,
8495,nm0002023,Matt Craven,1956-11-10,178.0,TRUE,White,Male,Straight
8496,nm0090981,Wolfgang Bodison,1966-11-19,,TRUE,,,
8497,nm0075359,Xander Berkeley,1955-12-16,183.0,TRUE,White,Male,Straight
8498,nm0001864,Noah Wyle,1971-06-04,185.0,TRUE,White,Male,Straight
8499,nm0507963,Richard Lexsee,,,TRUE,,,
8500,nm0000421,Cuba Gooding Jr.,1968-01-02,179.0,TRUE,,,
8503,nm0120648,Cara Buono,1971-03-01,165.0,TRUE,,,
8504,nm0781218,Jon Seda,1970-10-14,175.0,TRUE,Hispanic,Male,Straight
8505,nm0000668,Emma Thompson,1959-04-15,173.0,TRUE,White,Female,Straight
8511,nm0768795,Prunella Scales,1932-06-22,161.0,TRUE,White,Female,Straight
8512,nm0928134,James Wilby,1958-02-20,188.0,TRUE,White,Male,Straight
8514,nm0714876,Jemma Redgrave,1965-01-14,173.0,TRUE,,,
8516,nm0922335,Samuel West,1966-06-19,183.0,TRUE,White,Male,
8518,nm0295171,Bruce Jay Friedman,1930-04-26,,TRUE,,,
8519,nm0174192,Cristi Conaway,1964-08-14,168.0,TRUE,,,
8521,nm0000496,Juliette Lewis,1973-06-21,168.0,TRUE,White,Female,Straight
8522,nm0187071,Galaxy Craze,"1971 in London, England, UK",,TRUE,,,
8523,nm0000771,Lysette Anthony,1963-09-26,166.0,TRUE,White,Female,Straight
8524,nm0001849,Kathleen Wilhoite,1964-06-29,165.0,TRUE,White,Female,Straight
8525,nm0051482,Gerry Bamman,1941-09-18,185.0,TRUE,,,
8526,nm0553269,Margo Martindale,1951-07-18,166.0,TRUE,White,Female,Straight
8528,nm0714310,James Rebhorn,1948-09-01,191.0,TRUE,White,Male,
8532,nm0724665,LaTanya Richardson Jackson,1949-10-21,,TRUE,,,
8533,nm0242177,Jennifer Dundas,1971-01-14,,TRUE,,,
8534,nm0000291,Angela Bassett,1958-08-16,163.0,TRUE,Black,Female,Straight
8537,nm0052202,Lenore Banks,1931-12-31,,TRUE,,,
8538,nm0544067,Michael Mantell,,,TRUE,,,
8541,nm0719964,Maggie Renzi,1951-11-30,165.0,TRUE,,,
8542,nm0000627,Greta Scacchi,1960-02-18,173.0,TRUE,White,Female,Straight
8543,nm0001251,Peter Gallagher,1955-08-19,175.0,TRUE,White,Male,Straight
8545,nm0001397,Brion James,1945-02-20,190.0,TRUE,White,Male,Straight
8546,nm0828906,Cynthia Stevenson,1962-08-02,,TRUE,White,Female,
8547,nm0001290,Richard E. Grant,1957-05-05,188.0,TRUE,White,Male,Straight
8551,nm0005164,Lyle Lovett,1957-11-01,183.0,TRUE,White,Male,Straight
8552,nm0043994,Leah Ayres,1957-05-28,,TRUE,,,
8553,nm0000270,Gabrielle Anwar,1970-02-04,160.0,TRUE,Multiracial,Female,Straight
8554,nm0000450,Philip Seymour Hoffman,1967-07-23,175.0,TRUE,White,Male,Straight
8563,nm0925966,Bradley Whitford,1959-10-10,180.0,TRUE,White,Male,Straight
8566,nm0646983,Rochelle Oliver,1937-04-15,163.0,TRUE,,,
8567,nm0755556,Nicholas Sadler,,,TRUE,,,
8568,nm0521974,Todd Louiso,1970-01-27,173.0,TRUE,,,
8570,nm0809285,Matt Smith,,,TRUE,White,Male,
8573,nm0175814,Frances Conroy,1953-03-15,170.0,TRUE,White,Female,Straight
8578,nm0000142,Clint Eastwood,1930-05-31,193.0,TRUE,White,Male,Straight
8581,nm0941316,Jaimz Woolvett,1967-04-14,170.0,TRUE,,,
8582,nm0007210,Saul Rubinek,1948-07-02,168.0,TRUE,White,Male,Straight
8584,nm0004920,Frances Fisher,1952-05-11,163.0,TRUE,White,Female,Straight
8586,nm0505764,Anna Thomson,1953-09-18,,TRUE,,,
8587,nm0132808,Rob Campbell,,,TRUE,,,
8589,nm0416279,Anthony James,1942-07-22,20.0,TRUE,,,
8591,nm0292819,Tara Frederick,,,TRUE,,,
8592,nm0254379,Beverley Elliott,,,TRUE,,,
8593,nm0720082,Liisa Repo-Martell,1971-02-01,,TRUE,,,
8594,nm0000213,Winona Ryder,1971-10-29,161.0,TRUE,White,Female,Straight
8598,nm0267586,Linda Faye Farkas,,,TRUE,,,
8599,nm0934179,Stuart Wilson,1946-12-25,183.0,TRUE,White,Male,
8600,nm2225418,John McLoughlin,"1953 in New York City, New York, USA",,TRUE,,,
8602,nm0000422,John Goodman,1952-06-20,188.0,TRUE,White,Male,Straight
8607,nm0000467,Don Johnson,1949-12-15,175.0,TRUE,White,Male,Straight
8609,nm0001611,Max Perlich,1968-03-28,164.0,TRUE,White,Male,Straight
8610,nm0001449,Frank Langella,1938-01-01,191.0,TRUE,White,Male,Matter
8613,nm0000609,Ving Rhames,1959-05-12,183.0,TRUE,Black,Male,Straight
8617,nm0001473,Laura Linney,1964-02-05,170.0,TRUE,White,Female,Straight
8623,nm0046373,Parley Baer,1914-08-05,,TRUE,White,Male,Straight
8624,nm0000688,Sela Ward,1956-07-11,170.0,TRUE,White,Female,Straight
8625,nm0000194,Julianne Moore,1960-12-03,160.0,TRUE,White,Female,Straight
8630,nm0001592,Joe Pantoliano,1951-09-12,176.0,TRUE,White,Male,Straight
8632,nm0441537,Andreas Katsulas,1946-05-18,183.0,TRUE,,,
8633,nm0736263,Daniel Roebuck,1963-03-04,183.0,TRUE,White,Male,Straight
8634,nm0129749,L. Scott Caldwell,1950-04-17,151.0,TRUE,,,
8635,nm0940052,Tom Wood,1963-04-19,189.0,TRUE,,,
8637,nm1702233,John Drummond,,,TRUE,,,
8638,nm0000623,Rene Russo,1954-02-17,173.0,TRUE,White,Female,Straight
8639,nm0001518,Dylan McDermott,1961-10-26,183.0,TRUE,White,Male,Straight
8641,nm0170550,Gary Cole,1956-09-20,183.0,TRUE,White,Male,Straight
8643,nm0930707,Gregory Alan Williams,1956-06-12,,TRUE,,,
8644,nm0476226,Clyde Kusatsu,1948-09-13,165.0,TRUE,Asian,Male,Straight
8645,nm0405337,Steve Hytner,1959-09-28,180.0,TRUE,,,
8646,nm0068551,Tobin Bell,1942-08-07,179.0,TRUE,White,Male,Straight
8647,nm0774926,Bob Schott,1949-02-02,,TRUE,,,
8648,nm0188949,Alison Crosbie,,,TRUE,,,
8649,nm0455149,Philip King,1904-10-30,,TRUE,,,
8652,nm0380248,Nye Heron,,,TRUE,,,
8654,nm0112390,Anthony Brophy,,178.0,TRUE,,,
8655,nm0564525,Frankie McCafferty,"1967 in County Donegal, Ireland",,TRUE,,,
8656,nm0938176,Stuart Wolfenden,1970-02-07,175.0,TRUE,,,
8657,nm0561809,Roberta Maxwell,1941-06-17,,TRUE,,,
8658,nm0453248,Buzz Kilman,1944-08-19,,TRUE,,,
8659,nm0891381,Ron Vawter,1948-12-09,,TRUE,,,
8660,nm0000554,Sam Neill,1947-09-14,183.0,TRUE,White,Male,Straight
8661,nm0001593,Anna Paquin,1982-07-24,163.0,TRUE,White,Female,Bisexual
8665,nm0907942,Kerry Walker,1948-02-29,,TRUE,,,
8666,nm0501501,Geneviève Lemon,April 21,,TRUE,,,
8668,nm0612786,Ian Mune,"1941 in Auckland, New Zealand",,TRUE,,,
8669,nm0809572,Pete Smith,,,TRUE,,,
8671,nm0021600,Bruce Allpress,1930-08-25,183.0,TRUE,,,
8673,nm0193295,Cliff Curtis,1968-07-27,184.0,TRUE,Multiracial,Male,
8674,nm0370700,John Haycraft,,,TRUE,,,
8675,nm0001035,Ben Chaplin,1970-07-31,180.0,TRUE,White,Male,Straight
8677,nm0356579,Peter Halliday,1924-06-02,,TRUE,,,
8678,nm0000424,Hugh Grant,1960-09-09,180.0,TRUE,White,Male,Straight
8682,nm0328751,Caroline Goodall,1959-11-13,173.0,TRUE,,,
8683,nm0755974,Jonathan Sagall,1959-04-23,,TRUE,,,
8684,nm0001110,Embeth Davidtz,1965-08-11,173.0,TRUE,,,
8685,nm0411980,Mark Ivanir,1968-09-06,173.0,TRUE,,,
8686,nm0786614,Andrzej Seweryn,1946-04-25,,TRUE,,,
8687,nm0903110,Friedrich von Thun,1942-06-30,188.0,TRUE,,,
8688,nm0271501,Julian Fellowes,1949-08-17,,TRUE,White,Male,Straight
8689,nm0560795,Roddy Maude-Roxby,1930-04-02,193.0,TRUE,,,
8690,nm0219221,Michael Denison,1915-11-01,,TRUE,White,Male,Straight
8691,nm0573406,Tim McMullan,"1963 in Lambeth, London, England, UK",,TRUE,,,
8694,nm0398032,Peter Howell,1919-10-25,,TRUE,,,
8695,nm0289656,James Frain,1968-03-14,181.0,TRUE,White,Male,Straight
8697,nm0539678,Ross Malinger,1984-07-07,,TRUE,,,
8698,nm0001854,Rita Wilson,1956-10-26,172.0,TRUE,White,Female,Straight
8699,nm0001255,Victor Garber,1949-03-16,184.0,TRUE,White,Male,Gay
8703,nm0000508,Carey Lowell,1961-02-11,178.0,TRUE,White,Female,Straight
8705,nm0238956,Le Clanché du Rand,1942-08-12,,TRUE,,,
8706,nm0641870,Kevin O'Morrison,1916-05-25,180.0,TRUE,,,
8707,nm0402011,Michael Conner Humphreys,"1985 in Independence, Mississippi, USA",,TRUE,,,
8708,nm0446403,George Kelly,1887-01-16,,TRUE,White,Male,Gay
8709,nm0027402,Sam Anderson,1947-04-02,178.0,TRUE,,,
8710,nm0229930,Peter Dobson,1964-07-19,185.0,TRUE,White,Male,
8714,nm0266441,Siobhan Fallon Hogan,1961-05-13,173.0,TRUE,,,
8715,nm0281424,James Fleet,1952-03-11,185.0,TRUE,,,
8718,nm0001314,John Hannah,1962-04-23,178.0,TRUE,White,Male,Straight
8719,nm0000218,Kristin Scott Thomas,1960-05-24,168.0,TRUE,White,Female,Straight
8723,nm0170976,Charlotte Coleman,1968-04-03,,TRUE,,,
8724,nm0336607,Elspet Gray,1929-04-12,170.0,TRUE,,,
8725,nm0001491,Melanie Lynskey,1977-05-16,170.0,TRUE,White,Female,Straight
8727,nm0000701,Kate Winslet,1975-10-05,169.0,TRUE,White,Female,Straight
8735,nm0670582,Sarah Peirse,,,TRUE,,,
8736,nm0448712,Diana Kent,,,TRUE,,,
8738,nm0581378,Clive Merrison,1945-09-15,,TRUE,,,
8740,nm3054951,Simon O'Connor,,,TRUE,,,
8741,nm0112400,Jed Brophy,1963,175.0,TRUE,,,
8744,nm0254590,Peter Elliott,"1956 in Yorkshire, England, UK",163.0,TRUE,,,
8746,nm0847715,Darien Takle,,,TRUE,,,
8747,nm0600473,Elizabeth Moody,1939-10-29,,TRUE,,,
8748,nm0000099,Patricia Arquette,1968-04-08,157.0,TRUE,White,Female,Straight
8750,nm0330687,Joseph Gordon-Levitt,1981-02-17,176.0,TRUE,,,
8753,nm0004883,Tate Donovan,1963-09-25,183.0,TRUE,White,Male,Straight
8756,nm0775870,John Schuck,1940-02-04,184.0,TRUE,White,Male,Straight
8757,nm0005524,Courtney B. Vance,1960-03-12,175.0,TRUE,Black,Male,Straight
8758,nm0000321,Gabriel Byrne,1950-05-12,178.0,TRUE,White,Male,Straight
8760,nm0000746,Trini Alvarado,1967-01-10,170.0,TRUE,Hispanic,Female,Straight
8762,nm0000526,Samantha Mathis,1970-05-12,165.0,TRUE,White,Female,Straight
8764,nm0000379,Kirsten Dunst,1982-04-30,170.0,TRUE,White,Female,Straight
8768,nm0000132,Claire Danes,1979-04-12,166.0,TRUE,White,Female,Straight
8770,nm0000288,Christian Bale,1974-01-30,182.0,TRUE,White,Male,Straight
8776,nm0000655,Eric Stoltz,1961-09-30,180.0,TRUE,White,Male,Straight
8778,nm0627453,John Neville,1925-05-02,184.0,TRUE,White,Male,Straight
8779,nm0163792,Corrie Clark,1968-12-20,,TRUE,,,
8780,nm0788009,Garry Shandling,1949-11-29,179.0,TRUE,White,Male,Straight
8781,nm0916050,Chloe Webb,1956-06-25,162.0,TRUE,White,Female,
8782,nm0000112,Pierce Brosnan,1953-05-16,186.0,TRUE,White,Male,Straight
8783,nm0001009,Kate Capshaw,1953-11-03,170.0,TRUE,White,Female,Straight
8784,nm0000601,Harold Ramis,1944-11-21,188.0,TRUE,White,Male,Straight
8785,nm0269599,Meagen Fay,1957-01-01,,TRUE,,,
8786,nm0320755,Ray Girardin,1935-01-23,,TRUE,,,
8787,nm0000545,Helen Mirren,1945-07-26,163.0,TRUE,White,Female,Straight
8790,nm0000372,Amanda Donohoe,1962-06-29,173.0,TRUE,White,Female,
8791,nm0000391,Rupert Everett,1959-05-29,193.0,TRUE,White,Male,Gay
8792,nm0722279,Julian Rhind-Tutt,1968-07-20,183.0,TRUE,,,
8793,nm0502464,David Leon,1954-11-22,,TRUE,,,
8795,nm0001664,James Remar,1953-12-31,178.0,TRUE,White,Male,
8799,nm2941078,Simon Jones,1978-12-25,191.0,TRUE,White,Male,Straight
8800,nm0933798,Mara Wilson,1987-07-24,154.0,TRUE,White,Female,
8801,nm0621393,Kathrine Narducci,1965-11-22,166.0,TRUE,,,
8803,nm0005203,Mary McCormack,1969-02-08,173.0,TRUE,White,Female,Straight
8805,nm0005049,Allison Janney,1959-11-19,183.0,TRUE,White,Female,Straight
8810,nm0000246,Bruce Willis,1955-03-19,183.0,TRUE,White,Male,Straight
8815,nm0909620,Dylan Walsh,1963-11-17,178.0,TRUE,White,Male,Straight
8816,nm0219748,Catherine Dent,1965-04-14,171.0,TRUE,White,Female,Straight
8817,nm0329422,Alexander Goodwin,1987-12-29,185.0,TRUE,,,
8818,nm0562420,Jerry Mayer,1941-05-12,,TRUE,,,
8819,nm0000619,Tim Roth,1961-05-14,173.0,TRUE,White,Male,Straight
8820,nm0001625,Amanda Plummer,1957-03-23,163.0,TRUE,White,Female,
8822,nm0000237,John Travolta,1954-02-18,188.0,TRUE,White,Male,Matter
8825,nm0000168,Samuel L. Jackson,1948-12-21,185.0,TRUE,Black,Male,Straight
8830,nm0482851,Phil LaMarr,1967-01-24,178.0,TRUE,Black,Male,
8831,nm0824882,Burr Steers,1965-10-08,,TRUE,,,
8832,nm0129538,Paul Calderon,1959 in Puerto Rico,,TRUE,,,
8833,nm0302345,Bronagh Gallagher,"1972 in County Londonderry, Northern Ireland, UK",160.0,TRUE,,,
8834,nm0001555,Rob Morrow,1962-09-21,178.0,TRUE,White,Male,Straight
8835,nm0001601,David Paymer,1954-08-30,170.0,TRUE,White,Male,Straight
8837,nm0000279,Hank Azaria,1964-04-25,182.0,TRUE,White,Male,Straight
8839,nm0000227,Mira Sorvino,1967-09-28,178.0,TRUE,White,Female,Straight
8840,nm0001162,Griffin Dunne,1955-06-08,170.0,TRUE,White,Male,Straight
8842,nm0348409,Bob Gunton,1945-11-15,187.0,TRUE,White,Male,Straight
8844,nm0006669,William Sadler,1950-04-13,173.0,TRUE,White,Male,Straight
8846,nm0000317,Clancy Brown,1959-01-05,191.0,TRUE,White,Male,Straight
8848,nm0004743,Gil Bellows,1967-06-28,180.0,TRUE,White,Male,Straight
8850,nm0001679,Mark Rolston,1956-12-07,180.0,TRUE,,,
8852,nm0321358,Neil Giuntoli,1959-12-20,,TRUE,,,
8853,nm0698998,David Proval,1942-05-20,169.0,TRUE,White,Male,
8854,nm0706554,Joseph Ragno,1936-03-11,165.0,TRUE,,,
8855,nm0161980,Jude Ciccolella,1947-03-11,178.0,TRUE,,,
8857,nm0000200,Bill Paxton,1955-05-17,183.0,TRUE,White,Male,Straight
8861,nm0000641,Gary Sinise,1955-03-17,173.0,TRUE,White,Male,Straight
8862,nm0770788,Mary Kate Schellhardt,1978-11-01,,TRUE,,,
8863,nm0400816,Miko Hughes,1986-02-22,163.0,TRUE,White,Male,
8864,nm0805189,Max Elliott Slade,1980-07-04,183.0,TRUE,,,
8865,nm0028625,David Andrews,1952-11-02,173.0,TRUE,White,Male,
8867,nm0514633,Michele Little,,,TRUE,,,
8868,nm0254760,Chris Ellis,1956-04-14,178.0,TRUE,White,Male,
8869,nm0004815,Christine Cavanaugh,1963-08-16,,TRUE,,,
8870,nm0542706,Danny Mann,1951-07-28,,TRUE,,,
8872,nm0915989,Hugo Weaving,1960-04-04,188.0,TRUE,White,Male,Straight
8874,nm0283565,Miriam Flynn,1951-06-18,,TRUE,White,Female,Straight
8875,nm0853122,Russi Taylor,1944-05-04,155.0,TRUE,White,Female,Straight
8876,nm0515282,Paul Livingston,1956,,TRUE,,,
8878,nm0001975,Roscoe Lee Browne,1922-05-02,187.0,TRUE,Black,Male,
8879,nm0000342,James Cromwell,1940-01-27,201.0,TRUE,White,Male,Straight
8884,nm0844294,Magda Szubanski,1961-04-12,157.0,TRUE,White,Female,
8885,nm0732702,James Robinson,1963-04-01,,TRUE,,,
8887,nm0492566,Sean Lawlor,1954-01-25,,TRUE,,,
8888,nm0181920,James Cosmo,1948-05-24,188.0,TRUE,,,
8891,nm0569336,Sean McGinley,"1956 in Gaoth Dobhair, Donegal, Ireland",180.0,TRUE,,,
